filename,label,prob
Normal-1677.png,0,0.000779337075073272
Normal-1355.png,0,0.1805822104215622
Normal-528.png,0,7.177349471021444e-05
Normal-1614.png,0,0.2545819580554962
Normal-406.png,0,0.006032421253621578
Normal-3037.png,0,0.03262287378311157
Normal-560.png,0,0.00536731444299221
Normal-3278.png,0,0.017250342294573784
Normal-1012.png,0,0.4729669690132141
Normal-2083.png,0,0.00021285445836838335
Normal-298.png,0,0.002432487206533551
Normal-1143.png,0,0.009300236590206623
Normal-2979.png,0,0.003544554114341736
Normal-1689.png,0,0.0004271683865226805
Tuberculosis-522.png,1,0.986796498298645
Normal-3150.png,0,0.0003912308893632144
Tuberculosis-46.png,1,0.9999954700469971
Normal-156.png,0,0.3079719543457031
Tuberculosis-337.png,1,0.9999998807907104
Normal-974.png,0,0.001415952923707664
Normal-301.png,0,8.959718979895115e-05
Normal-2692.png,0,0.02410878986120224
Normal-1029.png,0,0.0020104118157178164
Normal-2335.png,0,1.0661467058525886e-05
Normal-2248.png,0,0.00036862128763459623
Normal-2787.png,0,0.0709867924451828
Normal-124.png,0,0.0002861294196918607
Tuberculosis-579.png,1,0.9999923706054688
Normal-714.png,0,0.07419539242982864
Normal-694.png,0,0.022775981575250626
Normal-225.png,0,0.0007696651737205684
Normal-2273.png,0,0.5848214030265808
Tuberculosis-363.png,1,0.029115939512848854
Tuberculosis-581.png,1,0.9999687671661377
Tuberculosis-62.png,1,0.9998183846473694
Normal-365.png,0,0.004537487868219614
Normal-55.png,0,0.007458436768501997
Normal-1358.png,0,1.6226726984314155e-06
Normal-3393.png,0,0.0012039056746289134
Normal-1112.png,0,0.0009184394730255008
Normal-3208.png,0,0.0010367132490500808
Normal-342.png,0,1.7197180568473414e-05
Normal-513.png,0,1.3664142898051068e-05
Normal-843.png,0,0.4256717562675476
Normal-331.png,0,0.011292897164821625
Tuberculosis-518.png,1,0.9999265670776367
Normal-2048.png,0,0.9701613783836365
Normal-1674.png,0,0.0007573214825242758
