filename,label,prob
Normal-1677.png,0,0.003966376651078463
Normal-1355.png,0,0.9022859334945679
Normal-528.png,0,0.051346663385629654
Normal-1614.png,0,0.3717111647129059
Normal-406.png,0,0.01264504436403513
Normal-3037.png,0,0.20789943635463715
Normal-560.png,0,0.19866201281547546
Normal-3278.png,0,0.10490836203098297
Normal-1012.png,0,0.047813426703214645
Normal-2083.png,0,0.02067028544843197
Normal-298.png,0,0.0795077234506607
Normal-1143.png,0,0.002076231874525547
Normal-2979.png,0,0.003723111003637314
Normal-1689.png,0,0.037157464772462845
Tuberculosis-522.png,1,0.41983774304389954
Normal-3150.png,0,0.018346261233091354
Tuberculosis-46.png,1,0.9983404874801636
Normal-156.png,0,0.3181513249874115
Tuberculosis-337.png,1,0.9928361773490906
Normal-974.png,0,0.08411381393671036
Normal-301.png,0,0.0013796869898214936
Normal-2692.png,0,0.007162076886743307
Normal-1029.png,0,0.08525378257036209
Normal-2335.png,0,0.047526076436042786
Normal-2248.png,0,0.02799028530716896
Normal-2787.png,0,0.31753838062286377
Normal-124.png,0,0.0016159896040335298
Tuberculosis-579.png,1,0.999219536781311
Normal-714.png,0,0.05996138975024223
Normal-694.png,0,0.008699526078999043
Normal-225.png,0,0.004468137864023447
Normal-2273.png,0,0.5477095246315002
Tuberculosis-363.png,1,0.028260819613933563
Tuberculosis-581.png,1,0.9869832992553711
Tuberculosis-62.png,1,0.9856079816818237
Normal-365.png,0,0.004257250111550093
Normal-55.png,0,0.010912688449025154
Normal-1358.png,0,0.0016670124605298042
Normal-3393.png,0,0.028544435277581215
Normal-1112.png,0,0.030482614412903786
Normal-3208.png,0,0.017376216128468513
Normal-342.png,0,0.011478505097329617
Normal-513.png,0,0.001119472668506205
Normal-843.png,0,0.9856451153755188
Normal-331.png,0,0.003042898140847683
Tuberculosis-518.png,1,0.9826656579971313
Normal-2048.png,0,0.885331392288208
Normal-1674.png,0,0.0064812591299414635
Normal-686.png,0,0.0061713894829154015
Normal-1445.png,0,0.013560619205236435
Normal-10.png,0,0.04609374701976776
Normal-1784.png,0,0.8654808402061462
