tag,epoch,train_loss,val_acc,val_sens,val_spec
compact/faithful/s0,1,0.4644908913544246,86.9047619047619,22.857142857142858,99.71428571428571
compact/faithful/s0,2,0.2855890989303589,89.76190476190476,38.57142857142857,100.0
compact/faithful/s0,3,0.17661324803318296,96.9047619047619,82.85714285714286,99.71428571428571
compact/faithful/s0,4,0.11395285732689359,98.0952380952381,90.0,99.71428571428571
compact/faithful/s0,5,0.07890412317855018,98.80952380952381,97.14285714285714,99.14285714285714
compact/faithful/s0,6,0.06510510402066368,99.28571428571429,98.57142857142857,99.42857142857143
compact/faithful/s0,7,0.05521585608256005,99.28571428571429,97.14285714285714,99.71428571428571
compact/faithful/s0,8,0.03518656864318819,99.28571428571429,97.14285714285714,99.71428571428571
compact/faithful/s0,9,0.03210634367451781,99.28571428571429,98.57142857142857,99.42857142857143
compact/faithful/s0,10,0.03068940506671511,99.28571428571429,98.57142857142857,99.42857142857143
compact/faithful/s1,1,0.5201457307452247,84.28571428571429,7.142857142857143,99.71428571428571
compact/faithful/s1,2,0.3155805390505564,89.76190476190476,40.0,99.71428571428571
compact/faithful/s1,3,0.23200363694202333,93.0952380952381,61.42857142857143,99.42857142857143
compact/faithful/s1,4,0.17073430131588663,93.80952380952381,62.857142857142854,100.0
compact/faithful/s1,5,0.12042939332979066,97.38095238095238,84.28571428571429,100.0
compact/faithful/s1,6,0.08351952799019359,97.85714285714286,87.14285714285714,100.0
compact/faithful/s1,7,0.06663449444763717,96.9047619047619,97.14285714285714,96.85714285714286
compact/faithful/s1,8,0.04787621713642563,99.28571428571429,95.71428571428571,100.0
compact/faithful/s1,9,0.03726372511259147,99.04761904761905,95.71428571428571,99.71428571428571
compact/faithful/s1,10,0.028003196653333447,98.57142857142857,98.57142857142857,98.57142857142857
compact/faithful/s2,1,0.5034436240082696,87.14285714285714,24.285714285714285,99.71428571428571
compact/faithful/s2,2,0.2973628571345693,90.95238095238095,47.142857142857146,99.71428571428571
compact/faithful/s2,3,0.22707050762006215,92.38095238095238,57.142857142857146,99.42857142857143
compact/faithful/s2,4,0.18241659622816814,94.04761904761905,84.28571428571429,96.0
compact/faithful/s2,5,0.13845197370364554,94.76190476190476,70.0,99.71428571428571
compact/faithful/s2,6,0.10143693518780526,97.14285714285714,90.0,98.57142857142857
compact/faithful/s2,7,0.07183410559026968,98.57142857142857,92.85714285714286,99.71428571428571
compact/faithful/s2,8,0.054500300996005537,98.80952380952381,98.57142857142857,98.85714285714286
compact/faithful/s2,9,0.042195086407342125,99.04761904761905,95.71428571428571,99.71428571428571
compact/faithful/s2,10,0.028971216027137068,98.80952380952381,98.57142857142857,98.85714285714286
compact/faithful/s3,1,0.4707080301784334,86.42857142857143,20.0,99.71428571428571
compact/faithful/s3,2,0.27862869337910695,91.9047619047619,52.857142857142854,99.71428571428571
compact/faithful/s3,3,0.15769356311786742,96.42857142857143,80.0,99.71428571428571
compact/faithful/s3,4,0.09795941981886114,98.33333333333333,91.42857142857143,99.71428571428571
compact/faithful/s3,5,0.0698450116263259,99.04761904761905,97.14285714285714,99.42857142857143
compact/faithful/s3,6,0.05303427763283253,99.04761904761905,95.71428571428571,99.71428571428571
compact/faithful/s3,7,0.04699481179316838,98.80952380952381,98.57142857142857,98.85714285714286
compact/faithful/s3,8,0.03788512934974971,99.04761904761905,98.57142857142857,99.14285714285714
compact/faithful/s3,9,0.03335543803294145,99.28571428571429,97.14285714285714,99.71428571428571
compact/faithful/s3,10,0.02659110377897464,99.04761904761905,98.57142857142857,99.14285714285714
compact/faithful/s4,1,0.4352652006206058,87.61904761904762,27.142857142857142,99.71428571428571
compact/faithful/s4,2,0.2945790482418878,90.71428571428571,58.57142857142857,97.14285714285714
compact/faithful/s4,3,0.240140510173071,92.85714285714286,71.42857142857143,97.14285714285714
compact/faithful/s4,4,0.19334488248541243,92.61904761904762,58.57142857142857,99.42857142857143
compact/faithful/s4,5,0.15162909165734337,96.19047619047619,82.85714285714286,98.85714285714286
compact/faithful/s4,6,0.11662413768825076,96.66666666666667,81.42857142857143,99.71428571428571
compact/faithful/s4,7,0.08881399910010043,96.19047619047619,98.57142857142857,95.71428571428571
compact/faithful/s4,8,0.07353341862381924,97.61904761904762,98.57142857142857,97.42857142857143
compact/faithful/s4,9,0.05152539729717232,95.23809523809524,75.71428571428571,99.14285714285714
compact/faithful/s4,10,0.050846257105114916,96.19047619047619,80.0,99.42857142857143
compact/simple/s0,1,0.4583191704182398,85.95238095238095,15.714285714285714,100.0
compact/simple/s0,2,0.28015315745558056,92.61904761904762,55.714285714285715,100.0
compact/simple/s0,3,0.1659138997750623,97.14285714285714,85.71428571428571,99.42857142857143
compact/simple/s0,4,0.09556750665817942,98.0952380952381,90.0,99.71428571428571
compact/simple/s0,5,0.060603332785623416,98.80952380952381,94.28571428571429,99.71428571428571
compact/simple/s0,6,0.04924016495102218,98.57142857142857,91.42857142857143,100.0
compact/simple/s0,7,0.036017636147638164,99.28571428571429,97.14285714285714,99.71428571428571
compact/simple/s0,8,0.022714900125616364,99.52380952380952,97.14285714285714,100.0
compact/simple/s0,9,0.020530920185237413,98.80952380952381,98.57142857142857,98.85714285714286
compact/simple/s0,10,0.01916229518219119,99.76190476190476,98.57142857142857,100.0
compact/simple/s1,1,0.500589760570299,86.66666666666667,20.0,100.0
compact/simple/s1,2,0.27744144442535584,94.76190476190476,75.71428571428571,98.57142857142857
compact/simple/s1,3,0.17102168670722417,97.61904761904762,90.0,99.14285714285714
compact/simple/s1,4,0.09669414969782035,99.28571428571429,95.71428571428571,100.0
compact/simple/s1,5,0.06470249107196217,99.52380952380952,97.14285714285714,100.0
compact/simple/s1,6,0.045595218640353,99.52380952380952,97.14285714285714,100.0
compact/simple/s1,7,0.034917402050147456,99.52380952380952,98.57142857142857,99.71428571428571
compact/simple/s1,8,0.02667674447321111,99.52380952380952,97.14285714285714,100.0
compact/simple/s1,9,0.021211115508118557,99.28571428571429,95.71428571428571,100.0
compact/simple/s1,10,0.01680765461753167,99.52380952380952,97.14285714285714,100.0
compact/simple/s2,1,0.5024088632492792,83.80952380952381,2.857142857142857,100.0
compact/simple/s2,2,0.28997917274634044,93.33333333333333,64.28571428571429,99.14285714285714
compact/simple/s2,3,0.18194138542527244,94.76190476190476,91.42857142857143,95.42857142857143
compact/simple/s2,4,0.10906554637920289,97.85714285714286,90.0,99.42857142857143
compact/simple/s2,5,0.0707465655037335,98.0952380952381,88.57142857142857,100.0
compact/simple/s2,6,0.04782122260048276,98.80952380952381,95.71428571428571,99.42857142857143
compact/simple/s2,7,0.03769192498265987,99.28571428571429,95.71428571428571,100.0
compact/simple/s2,8,0.02885745424954664,98.33333333333333,94.28571428571429,99.14285714285714
compact/simple/s2,9,0.0212253711607662,99.28571428571429,98.57142857142857,99.42857142857143
compact/simple/s2,10,0.015928239368700556,98.57142857142857,98.57142857142857,98.57142857142857
compact/simple/s3,1,0.45362253444535394,85.95238095238095,15.714285714285714,100.0
compact/simple/s3,2,0.26169762355940684,94.76190476190476,71.42857142857143,99.42857142857143
compact/simple/s3,3,0.15120618758457047,97.61904761904762,88.57142857142857,99.42857142857143
compact/simple/s3,4,0.09280890634372121,98.33333333333333,91.42857142857143,99.71428571428571
compact/simple/s3,5,0.062421264818736485,99.28571428571429,95.71428571428571,100.0
compact/simple/s3,6,0.040793949139437506,99.52380952380952,97.14285714285714,100.0
compact/simple/s3,7,0.03279371806642129,99.52380952380952,97.14285714285714,100.0
compact/simple/s3,8,0.026154481708293868,99.28571428571429,97.14285714285714,99.71428571428571
compact/simple/s3,9,0.018576463815268306,99.28571428571429,95.71428571428571,100.0
compact/simple/s3,10,0.018319356634414623,99.28571428571429,97.14285714285714,99.71428571428571
compact/simple/s4,1,0.43187403153805504,84.28571428571429,5.714285714285714,100.0
compact/simple/s4,2,0.2748156817186446,94.04761904761905,71.42857142857143,98.57142857142857
compact/simple/s4,3,0.15919551153977712,96.19047619047619,91.42857142857143,97.14285714285714
compact/simple/s4,4,0.09771759527779761,98.0952380952381,90.0,99.71428571428571
compact/simple/s4,5,0.0669348100555085,98.80952380952381,92.85714285714286,100.0
compact/simple/s4,6,0.05040009736659981,99.52380952380952,98.57142857142857,99.71428571428571
compact/simple/s4,7,0.03702175256663135,98.33333333333333,98.57142857142857,98.28571428571429
compact/simple/s4,8,0.030472696404017154,99.76190476190476,98.57142857142857,100.0
compact/simple/s4,9,0.026444169741478705,99.52380952380952,97.14285714285714,100.0
compact/simple/s4,10,0.022192184806668333,99.76190476190476,98.57142857142857,100.0
full/faithful/s0,1,0.3089695239350909,90.47619047619048,42.857142857142854,100.0
full/faithful/s0,2,0.1453086154091926,96.42857142857143,87.14285714285714,98.28571428571429
full/faithful/s0,3,0.057903184919130234,86.42857142857143,94.28571428571429,84.85714285714286
full/faithful/s0,4,0.019628744295221708,96.9047619047619,87.14285714285714,98.85714285714286
full/faithful/s0,5,0.007984070959667276,96.42857142857143,90.0,97.71428571428571
full/faithful/s0,6,0.010095366493554874,94.76190476190476,84.28571428571429,96.85714285714286
full/faithful/s0,7,0.012300445567095829,95.47619047619048,74.28571428571429,99.71428571428571
full/faithful/s0,8,0.0033368421627009022,97.14285714285714,90.0,98.57142857142857
full/faithful/s0,9,0.0053298583967954895,91.19047619047619,47.142857142857146,100.0
full/faithful/s0,10,0.00879724641895986,92.38095238095238,92.85714285714286,92.28571428571429
full/faithful/s1,1,0.28598009021509263,94.04761904761905,65.71428571428571,99.71428571428571
full/faithful/s1,2,0.14229220840192977,92.14285714285714,90.0,92.57142857142857
full/faithful/s1,3,0.04451563048753,95.71428571428571,87.14285714285714,97.42857142857143
full/faithful/s1,4,0.01695442216559535,93.33333333333333,60.0,100.0
full/faithful/s1,5,0.011277537446724073,94.76190476190476,87.14285714285714,96.28571428571429
full/faithful/s1,6,0.010210202286474495,97.38095238095238,90.0,98.85714285714286
full/faithful/s1,7,0.01347290429846561,94.52380952380952,91.42857142857143,95.14285714285714
full/faithful/s1,8,0.012381769549600513,94.52380952380952,67.14285714285714,100.0
full/faithful/s1,9,0.015687825064828975,90.47619047619048,42.857142857142854,100.0
full/faithful/s1,10,0.007835737740970216,96.66666666666667,81.42857142857143,99.71428571428571
full/faithful/s2,1,0.31097867921704336,93.33333333333333,78.57142857142857,96.28571428571429
full/faithful/s2,2,0.1378711085589159,90.71428571428571,90.0,90.85714285714286
full/faithful/s2,3,0.058914181244160445,92.61904761904762,87.14285714285714,93.71428571428571
full/faithful/s2,4,0.015300601268453257,94.76190476190476,72.85714285714286,99.14285714285714
full/faithful/s2,5,0.006281254149507731,95.0,72.85714285714286,99.42857142857143
full/faithful/s2,6,0.0023358155607378908,96.42857142857143,87.14285714285714,98.28571428571429
full/faithful/s2,7,0.0019040721932902843,95.95238095238095,84.28571428571429,98.28571428571429
full/faithful/s2,8,0.0013633064034539054,95.0,71.42857142857143,99.71428571428571
full/faithful/s2,9,0.0009874310993750225,96.42857142857143,88.57142857142857,98.0
full/faithful/s2,10,0.0008019850390112316,96.19047619047619,85.71428571428571,98.28571428571429
full/faithful/s3,1,0.29045384916521255,94.28571428571429,70.0,99.14285714285714
full/faithful/s3,2,0.13397788107395173,93.57142857142857,92.85714285714286,93.71428571428571
full/faithful/s3,3,0.04163650479611187,94.76190476190476,92.85714285714286,95.14285714285714
full/faithful/s3,4,0.0198753058533406,94.76190476190476,77.14285714285714,98.28571428571429
full/faithful/s3,5,0.020100865066273226,91.9047619047619,51.42857142857143,100.0
full/faithful/s3,6,0.00720143705506676,94.28571428571429,88.57142857142857,95.42857142857143
full/faithful/s3,7,0.004980007239196095,96.66666666666667,91.42857142857143,97.71428571428571
full/faithful/s3,8,0.003198963581650917,95.0,70.0,100.0
full/faithful/s3,9,0.008839875674138534,94.28571428571429,91.42857142857143,94.85714285714286
full/faithful/s3,10,0.007491157524401344,93.0952380952381,58.57142857142857,100.0
full/faithful/s4,1,0.3029565973650841,92.85714285714286,58.57142857142857,99.71428571428571
full/faithful/s4,2,0.14678255890806516,94.52380952380952,68.57142857142857,99.71428571428571
full/faithful/s4,3,0.05390794494499763,96.19047619047619,77.14285714285714,100.0
full/faithful/s4,4,0.031297166414913674,95.23809523809524,71.42857142857143,100.0
full/faithful/s4,5,0.013115438420902051,94.76190476190476,90.0,95.71428571428571
full/faithful/s4,6,0.005442452280493897,96.9047619047619,92.85714285714286,97.71428571428571
full/faithful/s4,7,0.003383551220481639,97.61904761904762,87.14285714285714,99.71428571428571
full/faithful/s4,8,0.016355292651929802,95.95238095238095,82.85714285714286,98.57142857142857
full/faithful/s4,9,0.006783703520029251,92.38095238095238,54.285714285714285,100.0
full/faithful/s4,10,0.014459693392217603,95.95238095238095,77.14285714285714,99.71428571428571
full/simple/s0,1,0.2985565729794048,98.33333333333333,91.42857142857143,99.71428571428571
full/simple/s0,2,0.07094705164255131,96.42857142857143,78.57142857142857,100.0
full/simple/s0,3,0.02215355679924999,99.04761904761905,97.14285714285714,99.42857142857143
full/simple/s0,4,0.0073435437372176065,99.04761904761905,94.28571428571429,100.0
full/simple/s0,5,0.0035707005590666085,98.80952380952381,94.28571428571429,99.71428571428571
full/simple/s0,6,0.0029793766657045732,99.04761904761905,94.28571428571429,100.0
full/simple/s0,7,0.004856238104028827,98.57142857142857,97.14285714285714,98.85714285714286
full/simple/s0,8,0.0021231761894471546,99.28571428571429,95.71428571428571,100.0
full/simple/s0,9,0.010998332973325713,99.28571428571429,95.71428571428571,100.0
full/simple/s0,10,0.007841005871748729,90.0,100.0,88.0
full/simple/s1,1,0.2618899350010213,95.0,70.0,100.0
full/simple/s1,2,0.05545636820828631,98.33333333333333,90.0,100.0
full/simple/s1,3,0.019799946704214172,99.52380952380952,98.57142857142857,99.71428571428571
full/simple/s1,4,0.006564420317244228,99.52380952380952,98.57142857142857,99.71428571428571
full/simple/s1,5,0.004257469066041743,99.04761904761905,94.28571428571429,100.0
full/simple/s1,6,0.0018671028694370762,99.52380952380952,98.57142857142857,99.71428571428571
full/simple/s1,7,0.0035520573464704543,99.28571428571429,97.14285714285714,99.71428571428571
full/simple/s1,8,0.006558742020916682,92.85714285714286,98.57142857142857,91.71428571428571
full/simple/s1,9,0.002533031954815323,99.28571428571429,98.57142857142857,99.42857142857143
full/simple/s1,10,0.001624970172824327,99.52380952380952,98.57142857142857,99.71428571428571
full/simple/s2,1,0.26263280319316046,97.85714285714286,88.57142857142857,99.71428571428571
full/simple/s2,2,0.05137593097807396,96.9047619047619,81.42857142857143,100.0
